cupcake0_location0,juice0_location0,pancake0_location0,waterglass0_location0,cutleryfork0_location0,fridge_state0,dishwasher_state0,tv_state0,Act_A0,LocA_A0,Act_B0,LocA_B0,Close_B0,cupcake0_location1,juice0_location1,pancake0_location1,waterglass0_location1,cutleryfork0_location1,fridge_state1,dishwasher_state1,tv_state1,Act_A1,LocA_A1,Act_B1,LocA_B1,Close_B1,wineglass0_location0,wineglass0_location1,plate0_location0,plate0_location1,poundcake0_location0,poundcake0_location1
in_agentHandsB,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,null,kitchen,putback_cupcake_kitchentable,kitchen,applecupcakefridgekitchentableplate,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,null,kitchen,null,kitchen,cupcakejuicekitchentablepancake,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchen50,bathroom,None,null,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchen50,bathroom,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchen50,bathroom,None,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchen50,bathroom,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchen50,bathroom,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchen50,bathroom,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,grab_wineglass336,kitchen,kitchentablewineglass,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,grab_wineglass336,kitchen,kitchentablewineglass,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_kitchencabinet133,kitchen,None,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_dishwasher152,kitchen,kitchentablewineglass,INSIDE_kitchen_ON_kitchentable,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,grab_wineglass336,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_dishwasher152,kitchen,kitchentablewineglass,INSIDE_kitchen_ON_kitchentable,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,grab_wineglass336,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,INSIDE_kitchen_ON_kitchentable,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchen50,livingroom,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,wineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,wineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,kitchentablewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,open_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,wineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,open_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,walktowards_dishwasher152,kitchen,wineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,open_kitchencabinet133,kitchen,putin_wineglass_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,open_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,open_kitchencabinet133,kitchen,putin_wineglass_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,in_agentHandsB,in_agentHandsB,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,CLOSED,OFF,walktowards_kitchencabinet133,kitchen,open_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,in_agentHandsB,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,open_kitchencabinet133,kitchen,putin_wineglass_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,in_agentHandsB,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,open_kitchencabinet133,kitchen,putin_wineglass_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,in_agentHandsB,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,close_kitchencabinet133,kitchen,grab_cutleryfork337,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,close_kitchencabinet133,kitchen,grab_cutleryfork337,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,grab_juice332,kitchen,grab_juice332,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,in_agentHandsB,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,putin_cutleryfork_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,close_kitchencabinet133,kitchen,grab_cutleryfork337,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,in_agentHandsB,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,putin_cutleryfork_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_kitchencabinet,CLOSED,OPEN,OFF,close_kitchencabinet133,kitchen,grab_cutleryfork337,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,close_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,in_agentHandsB,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,putin_cutleryfork_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,close_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,in_agentHandsB,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,putin_cutleryfork_dishwasher,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,putback_juice_kitchentable,kitchen,walktowards_bedroom185,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,close_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,putback_juice_kitchentable,kitchen,walktowards_bedroom185,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,OPEN,OFF,walktowards_kitchentable123,kitchen,close_dishwasher152,kitchen,cutleryforkdishwasherjuicekitchencabinetwinewineglass,null,INSIDE_kitchen_ON_kitchentable,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,walktowards_bedroom185,kitchen,walktowards_bedroom185,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,putback_juice_kitchentable,kitchen,walktowards_bedroom185,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,null,INSIDE_kitchen_ON_kitchentable,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,walktowards_bedroom185,kitchen,walktowards_bedroom185,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,in_agentHandsA,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,putback_juice_kitchentable,kitchen,walktowards_bedroom185,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,null,INSIDE_kitchen_ON_kitchentable,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,walktowards_bedroom185,kitchen,walktowards_bedroom185,kitchen,juicekitchencabinetkitchentablewine,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
null,INSIDE_kitchen_ON_kitchentable,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,walktowards_bedroom185,kitchen,walktowards_bedroom185,kitchen,cutleryforkdishwasherkitchencabinetwinewineglass,null,INSIDE_kitchen_ON_kitchentable,INSIDE_bedroom_INSIDE_cabinet,null,INSIDE_kitchen_INSIDE_dishwasher,CLOSED,CLOSED,OFF,walktowards_bedroom185,kitchen,walktowards_bedroom185,kitchen,juicekitchencabinetkitchentablewine,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_INSIDE_dishwasher,null,null,null,null
